시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 서대문구 연희동,164-3,164,3,연희하이빌,56.78,20.74,202207,18,"39,800",7,2014,연희로35길 12,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,200-49,200,49,연희하이츠빌라,79.17,80.31,202301,19,"40,000",1,1985,증가로2길 56-56,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,45-24,45,24,연희현대빌라(가동~다동),131.1,128.9,202302,19,"81,000",1,1995,연희로12길 64,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,136-30,136,30,연희휴니스빌,45.49,27.4,202303,15,"27,000",2,2016,연희로14길 10,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,432-7,432,7,우방빌라,31.24,20.4,202210,27,"12,000",-1,1993,성산로 329-6,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,541-7,541,7,우성빌라,31.91,12.2,202209,4,"15,000",4,2001,홍제천로2길 30-25,,중개거래,서울 강남구
서울특별시 서대문구 연희동,437-36,437,36,우성타운,51.52,27.74,202209,28,"10,600",-1,1991,연희로11마길 43,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,138-27,138,27,우진빌라,56.04,35.24,202206,17,"21,500",3,1992,연희로28길 23-19,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,520-62,520,62,임탑빌라(520-62),60.22,28.7,202205,14,"28,000",3,2001,홍제천로 54-61,,중개거래,서울 은평구
서울특별시 서대문구 연희동,220-52,220,52,진연빌라,61.11,33.8,202211,26,"29,500",3,1995,성산로 318-7,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,187-109,187,109,코지하우스,29.46,25.63,202204,30,"30,000",2,2018,연희로11자길 14-9,,직거래,-
서울특별시 서대문구 연희동,187-109,187,109,코지하우스,46.37,40.33,202304,21,"50,000",4,2018,연희로11자길 14-9,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,151-84,151,84,코코하우스,43.7,26.27,202207,13,"38,250",6,2016,연희로31길 19,,직거래,-
서울특별시 서대문구 연희동,705-10,705,10,태리하우스,65.01,30.04,202206,11,"25,000",4,2003,홍연2길 27,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,39.79,21.94,202301,4,"40,550",4,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.93,21.24,202301,4,"30,750",3,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.14,40.59,202301,4,"31,450",4,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.75,45.77,202301,4,"33,400",5,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,35.27,21.26,202301,4,"32,650",5,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.1,19.36,202301,4,"30,050",3,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.48,31.74,202301,4,"32,150",3,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.15,21.24,202301,4,"30,050",3,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.61,20.86,202301,4,"31,750",2,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.1,19.36,202301,4,"29,550",2,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.48,31.74,202301,4,"31,600",2,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.15,21.94,202301,4,"29,550",2,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,32.93,21.24,202301,4,"30,250",2,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,34.61,20.86,202301,4,"32,250",3,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,33.14,19.98,202301,4,"31,450",5,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,78-41,78,41,한양파크빌,37.44,31.74,202301,4,"37,250",4,2022,연희로27길 13,,직거래,-
서울특별시 서대문구 연희동,196-23,196,23,행복하우스,68.63,31.84,202205,23,"33,000",1,2002,증가로2길 56,,중개거래,서울 서대문구
서울특별시 서대문구 연희동,613-3,613,3,회룡빌라,59.76,27.23,202211,11,"20,400",1,1999,홍제천로4길 40,,중개거래,서울 마포구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),27.89,14.32,202205,23,"13,000",2,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),27.9,14.32,202205,24,"12,700",-1,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),32.19,16.53,202205,27,"15,000",2,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),31.93,16.39,202205,31,"14,500",2,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),32.19,16.53,202206,9,"14,000",3,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),27.9,14.32,202206,10,"14,000",1,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,124-1,124,1,(124-1),32.19,16.53,202301,13,"15,300",2,1996,독립문로4길 5-8,,중개거래,서울 성북구
서울특별시 서대문구 옥천동,126-101,126,101,(126-101),36.71,26.89,202207,6,"20,000",2,2004,독립문로6길 11,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,4-43,4,43,(4-43),32.1,16.44,202206,2,"9,900",1,1986,연세로2나길 72,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,68-44,68,44,건영빌라,47.13,27.33,202209,2,"25,500",2,1993,신촌로7길 50-19,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,351,351,0,골든하우스,48.49,28.93,202206,25,"36,000",5,2015,신촌로1길 76,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,100-5,100,5,금반석시티빌39차,39.77,28,202211,4,"33,000",4,2015,신촌로9길 37-11,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,313,313,0,대성하우징,47.67,29.75,202210,3,"36,000",3,2008,신촌로1안길 15,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,226,226,0,동궁하우스,63.74,38.99,202302,3,"31,500",3,1997,신촌로7안길 45,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,100-125,100,125,세정하이츠,52.69,48.83,202207,8,"24,200",2,1990,신촌로7길 56,,직거래,-
서울특별시 서대문구 창천동,386,386,0,센텀시티,29.95,21.62,202205,5,"45,000",5,2021,연희로2길 37,,직거래,-
서울특별시 서대문구 창천동,386,386,0,센텀시티,29.95,21.62,202206,9,"42,000",4,2021,연희로2길 37,,직거래,-
서울특별시 서대문구 창천동,386,386,0,센텀시티,29.96,21.62,202208,1,"44,000",4,2021,연희로2길 37,20230221,직거래,-
서울특별시 서대문구 창천동,386,386,0,센텀시티,29.96,21.62,202302,22,"40,000",4,2021,연희로2길 37,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,100-71,100,71,소로빌,68.3,50,202210,31,"47,000",4,2009,신촌로7길 49-25,,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 서대문구 창천동,290,290,0,수복빌라,36.66,18.6,202205,23,"22,000",3,1996,신촌로1길 40,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,04월 26일,4,26,신촌빌라2차,87.04,51.25,202212,8,"25,700",-1,1991,연세로2나길 73,,중개거래,"서울 강북구, 서울 도봉구"
서울특별시 서대문구 창천동,503-20,503,20,신촌타운,51.48,40.8,202303,29,"29,000",-1,1986,신촌로3가길 8,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,100-126,100,126,신촌하이츠빌라,48.7,33.49,202211,4,"22,000",1,1991,신촌로7길 54,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,318,318,0,올리브빌라,55.26,22.16,202212,6,"35,000",3,2002,신촌로1길 42,,중개거래,서울 서대문구
서울특별시 서대문구 창천동,152,152,0,율도국인(203동),59.76,33.56,202205,14,"54,500",1,2006,신촌로3나길 7-32,,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 서대문구 천연동,120-2,120,2,(120-2),55.77,27.51,202206,18,"31,000",-1,1994,독립문로12나길 2,,중개거래,서울 서대문구
서울특별시 서대문구 천연동,90-18,90,18,연진빌라(90-18),13.5,10.98,202205,15,"24,000",3,2011,독립문로8안길 7,,중개거래,서울 서대문구
서울특별시 서대문구 충정로2가,63,63,0,(63-0),29.19,15.78,202207,5,"23,000",3,2002,경기대로11길 20,,중개거래,서울 서대문구
서울특별시 서대문구 충정로2가,63,63,0,(63-0),33.71,18.23,202207,9,"25,000",2,2002,경기대로11길 20,,중개거래,서울 서대문구
서울특별시 서대문구 충정로3가,Feb-31,31,2,동남하이츠빌라,52.65,35.18,202205,7,"103,500",2,1995,경기대로1안길 15,,중개거래,서울 서대문구
서울특별시 서대문구 충정로3가,3-77,3,77,성은빌라,58.14,30.57,202205,28,"103,500",1,1997,경기대로7길 35,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,11-300,11,300,(11-300),43.98,24.09,202301,11,"22,000",2,1997,홍은중앙로7길 31,20230329,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,217-54,217,54,(217-54),61.28,36.63,202303,11,"26,000",1,1990,연희로 403-16,20230504,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-219,265,219,(265-219),52.65,41.83,202212,21,"10,200",2,1986,연희로39길 144,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,274-53,274,53,(274-53),34.935,28.67,202303,5,"12,000",2,1986,모래내로 344-5,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,281-4,281,4,(281-4),41.92,24.86,202210,3,"12,000",-1,1991,백련사길 11-4,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,325-9,325,9,(325-9),40,33,202301,9,"13,000",-1,1991,가좌로2안길 37-12,,직거래,-
서울특별시 서대문구 홍은동,362-5,362,5,(362-5),40.95,30.8,202206,18,"13,500",-1,1986,명지길 137,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,362-5,362,5,(362-5),40.95,30.8,202209,21,"13,500",-1,1986,명지길 137,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,8-176,8,176,(8-176),25.88,16.1,202205,27,"14,800",2,2003,포방터길 134,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,8-606,8,606,(8-606),30.32,24.59,202210,20,"22,000",2,1986,홍은중앙로 124,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,8-606,8,606,(8-606),30.32,24.59,202210,24,"20,000",1,1986,홍은중앙로 124,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,8-606,8,606,(8-606),52.71,42.74,202210,28,"30,000",-1,1986,홍은중앙로 124,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,195-28,195,28,강림스위트빌(C동),64.08,37.5,202301,19,"19,500",2,2003,연희로41가길 75-7,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-316,265,316,궁전빌라,68.18,38.37,202303,23,"24,000",3,1991,연희로37안길 9-8,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-403,265,403,글로리아빌라,37.29,28.18,202205,18,"9,000",2,1991,연희로39길 137,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-403,265,403,글로리아빌라,37.29,28.18,202208,26,"12,500",2,1991,연희로39길 137,,중개거래,서울 성북구
서울특별시 서대문구 홍은동,265-329,265,329,금강힐타운A동,72.27,43.82,202304,13,"28,700",4,2010,연희로37안길 19-16,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,458,458,0,금송힐스빌,84.29,72.26,202205,2,"62,500",2,2002,연희로41길 173,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-190,265,190,늘하늘1차,52.25,30.91,202302,27,"13,500",2,1991,연희로39다길 27,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,408-7,408,7,다원파크빌,43.8,24.68,202303,6,"25,250",2,2013,증가로8길 79,,중개거래,서울 마포구
서울특별시 서대문구 홍은동,192-11,192,11,대원스카이빌,59.52,35.73,202210,17,"36,700",3,2016,연희로41나길 16-2,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,7,7,0,대진하이츠빌라(C동),49.68,37.2,202210,4,"19,700",2,1994,홍지문길 11,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,7,7,0,대진하이츠빌라(C동),57.06,42.2,202212,15,"16,500",3,1994,홍지문길 11,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-416,265,416,대호아트빌,27.84,19.15,202302,17,"18,000",2,2017,연희로39마길 10,,직거래,-
서울특별시 서대문구 홍은동,188-7,188,7,동성빌라트,64.74,32.51,202206,2,"20,000",2,2000,연희로41라길 19,,직거래,-
서울특별시 서대문구 홍은동,191-32,191,32,동아그린빌,51.67,20.2,202205,24,"19,500",4,2011,연희로41길 79,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-84,265,84,동원빌라,66.06,31.48,202210,8,"21,900",2,1995,연희로39길 41-2,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,265-224,265,224,동현아트빌라,37.53,17.58,202209,14,"9,700",3,1993,연희로39길 134,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,191-85,191,85,동호스카이빌,44.34,28.3,202208,9,"6,100",-1,2009,연희로41다길 43,,직거래,-
서울특별시 서대문구 홍은동,188-11,188,11,로얄빌라,83.73,47.86,202206,8,"35,000",4,2001,연희로41라길 16,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,325-15,325,15,명지(325-15),44.73,31.8,202212,18,"20,000",1,1992,가좌로2안길 7,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,10-236,10,236,미소지움,29.86,26.61,202208,2,"22,000",2,2019,홍은중앙로9길 82-4,,직거래,-
서울특별시 서대문구 홍은동,10-236,10,236,미소지움,29.86,26.61,202302,10,"22,000",2,2019,홍은중앙로9길 82-4,,직거래,-
서울특별시 서대문구 홍은동,196-8,196,8,밀레니엄하우스,27.17,23.09,202303,23,"29,000",2,2020,연희로41가길 45-43,,직거래,-
서울특별시 서대문구 홍은동,190-55,190,55,백련빌라(나동),52.98,32.7,202207,11,"16,250",1,1986,연희로41나길 38,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,190-55,190,55,백련빌라(나동),52.98,32.69,202301,28,"19,800",3,1986,연희로41나길 38,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,396-40,396,40,백송하이츠-다동,78.15,38.71,202205,13,"39,800",2,2003,명지길 49-7,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,376-28,376,28,백연(376-28),45.7,20.37,202206,6,"12,300",-1,1995,명지2길 21,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-117,265,117,산호빌라,39.78,18.51,202205,2,"13,000",3,1992,연희로39길 75-1,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,188-29,188,29,삼성빌라,62.01,52.73,202205,28,"34,000",3,1985,연희로41길 167,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,188-29,188,29,삼성빌라,62.01,52.73,202303,9,"31,000",3,1985,연희로41길 167,,직거래,-
서울특별시 서대문구 홍은동,190-19,190,19,삼영그린빌라,51.25,25.9,202211,25,"8,000",3,1995,연희로41가길 103-5,,직거래,-
서울특별시 서대문구 홍은동,265-88,265,88,삼정빌,40.92,33.06,202208,27,"26,000",4,2013,연희로39길 41-10,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,413-36,413,36,서경팰리스,25.69,15.24,202206,18,"26,500",3,2018,증가로6길 40,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,413-36,413,36,서경팰리스,37,21.94,202302,21,"31,300",3,2018,증가로6길 40,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,403-27,403,27,서양,45.1,24.99,202208,28,"20,000",2,2003,가좌로 71-11,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,374-1,374,1,세민하이파크,52,33.14,202206,23,"28,000",5,2011,가좌로 108-7,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,374-1,374,1,세민하이파크,52,33.14,202207,15,"28,000",5,2011,가좌로 108-7,20220901,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,403-22,403,22,송강(403-22),62.52,35.28,202211,4,"20,800",1,1991,증가로6길 89,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,204-1,204,1,스위스현대빌라트(204-1),156.91,69.39,202209,22,"69,500",1,1997,연희로41길 41,,중개거래,서울 강북구
서울특별시 서대문구 홍은동,400-6,400,6,시온쉐르빌,45.24,22.86,202205,8,"41,500",5,2014,가좌로 107,,직거래,-
서울특별시 서대문구 홍은동,265-107,265,107,신영광주택2차,29.44,15.41,202206,25,"10,300",4,1994,연희로39길 55,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-107,265,107,신영광주택2차,39.3,20.56,202304,5,"10,000",3,1994,연희로39길 55,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-152,265,152,아르떼빌,34.74,27.26,202304,1,"16,000",4,2015,연희로39나길 18,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,10-183,10,183,아르떼빌(10-183),29.81,17.14,202303,23,"22,500",2,2018,홍은중앙로9길 81,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,10-183,10,183,아르떼빌(10-183),29.53,16.98,202304,12,"21,500",4,2018,홍은중앙로9길 81,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,405-11,405,11,엘씨빌,71.07,39.01,202209,17,"37,300",3,2007,증가로4길 72-10,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-306,265,306,연희빌라트,80.4,34.8,202205,30,"30,000",2,1997,연희로37안길 14-13,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-306,265,306,연희빌라트,80.4,34.8,202210,27,"21,500",-1,1997,연희로37안길 14-13,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,366-27,366,27,옐림빌라-다동,83.21,59.66,202207,15,"22,500",-1,1991,가좌로 116-8,20230203,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-191,265,191,우진빌라(265-191),34.29,18.25,202207,18,"9,000",3,1993,연희로39다길 25-6,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,408-15,408,15,위일리츠빌,43.49,25.17,202207,5,"28,000",2,2016,증가로10길 82-27,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-218,265,218,위일리츠빌(103동),45.4,35.5,202206,16,"18,000",2,2014,연희로39마길 21,,직거래,-
서울특별시 서대문구 홍은동,324-11,324,11,은아-에이동,41.34,29,202206,14,"24,300",2,1987,가좌로2안길 33,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-208,265,208,은행하이츠빌라,51.82,22.37,202206,4,"11,500",3,1993,연희로39마길 16,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-323,265,323,이안휴빌,44.05,28.93,202206,22,"31,000",-1,2016,연희로37길 25,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,397-2,397,2,장연,48.59,13.84,202205,6,"16,500",4,2000,가좌로 100-8,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,150-11,150,11,전원빌라,77.13,67.75,202206,2,"20,000",-1,1994,통일로48나길 26,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-156,265,156,정원아트빌,45.8,20.05,202205,25,"15,000",4,2001,연희로39나길 10,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-156,265,156,정원아트빌,62.46,27.34,202206,9,"18,500",3,2001,연희로39나길 10,20220615,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-156,265,156,정원아트빌,62.46,27.34,202206,15,"18,500",3,2001,연희로39나길 10,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-311,265,311,정원하우스,54.56,30.83,202205,26,"36,500",3,2021,연희로37안길 28,,직거래,-
서울특별시 서대문구 홍은동,265-311,265,311,정원하우스,78.04,44.11,202209,2,"41,000",1,2021,연희로37안길 28,,직거래,-
서울특별시 서대문구 홍은동,197-4,197,4,좀건빌라(다동),41.7,29.42,202205,11,"9,400",-1,1988,연희로41나길 3,20220707,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,197-4,197,4,좀건빌라(다동),41.7,29.42,202302,11,"10,000",-1,1988,연희로41나길 3,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,196-12,196,12,좀건빌라(라동),38.01,28.98,202302,6,"12,000",1,1988,연희로41나길 5-5,,직거래,-
서울특별시 서대문구 홍은동,164,164,0,천지인(펠리체),59.71,26.83,202206,11,"32,000",3,2009,통일로 549,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,10-233,10,233,"청구그린빌라(A,B동)",53.6,30.1,202304,11,"22,000",3,1991,홍은중앙로9길 88,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,8-35,8,35,"초원빌라(8-35가,나동)",55.8,57.27,202303,13,"13,550",3,1991,홍은중앙로 151,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,277-203,277,203,크로버빌라-나동,39.96,25.13,202207,22,"18,500",-1,1988,연희로 261-44,,직거래,-
서울특별시 서대문구 홍은동,277-202,277,202,크로버빌라-다동,41.1,26.38,202210,8,"16,000",3,1988,연희로 261-46,,직거래,-
서울특별시 서대문구 홍은동,277-202,277,202,크로버빌라-다동,41.1,26.38,202212,15,"15,000",-1,1988,연희로 261-46,,직거래,-
서울특별시 서대문구 홍은동,277-168,277,168,크로버빌라-라동,41.1,29.2,202206,4,"22,500",2,1988,연희로 261-48,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,277-168,277,168,크로버빌라-라동,40.89,29.05,202303,15,"23,000",3,1988,연희로 261-48,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,375-2,375,2,투유빌,40.7,27.45,202207,1,"23,000",2,2010,명지길 124,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.96,21.25,202205,17,"27,000",3,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.96,21.25,202206,24,"27,400",2,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,45.55,32.31,202206,29,"30,800",4,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.99,21.27,202207,25,"27,300",2,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.96,21.25,202207,27,"27,400",3,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.96,21.25,202209,22,"27,400",2,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,29.96,21.25,202210,24,"27,400",2,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,325-7,325,7,트라움하임홍은,46.74,33.15,202304,5,"29,500",4,2020,가좌로2안길 37-2,,직거래,-
서울특별시 서대문구 홍은동,265-99,265,99,퍼스트힐,39.66,30.74,202206,20,"16,000",2,2016,연희로39길 47-33,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-99,265,99,퍼스트힐,37,28.67,202304,14,"20,600",3,2016,연희로39길 47-33,,중개거래,서울 은평구
서울특별시 서대문구 홍은동,265-354,265,354,풍림빌라,199.02,159.63,202302,6,"67,500",2,1995,연희로37안길 19-18,,중개거래,서울 서초구
서울특별시 서대문구 홍은동,205-1,205,1,하우스205,58.07,41.05,202205,17,"45,000",3,2019,연희로41길 53-8,20220519,직거래,-
서울특별시 서대문구 홍은동,205-1,205,1,하우스205,58.07,41.05,202205,23,"45,000",3,2019,연희로41길 53-8,,직거래,-
서울특별시 서대문구 홍은동,265-227,265,227,한양아트빌라,44.32,20.11,202205,2,"13,500",1,1994,연희로39길 132,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-227,265,227,한양아트빌라,43.32,19.64,202205,13,"9,500",-1,1994,연희로39길 132,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,10-196,10,196,해밀마을1차,34.24,24.23,202207,1,"29,000",4,2015,홍은중앙로9나길 63,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,412-26,412,26,해성그린빌라,38.82,17.63,202207,20,"19,000",2,1992,증가로6길 47,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,412-26,412,26,해성그린빌라,34.2,15.54,202212,9,"8,000",-1,1992,증가로6길 47,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-176,265,176,해주스카이빌,39.5,18.96,202304,18,"15,000",4,2002,연희로39나길 9,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,412-7,412,7,해피리움,33.48,27.11,202209,4,"19,500",5,2015,증가로8길 42-17,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,412-7,412,7,해피리움,40.83,29.75,202302,24,"25,500",3,2015,증가로8길 42-17,,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 서대문구 홍은동,412-19,412,19,해피리움(412-19),52.56,34.33,202205,18,"29,500",5,2016,증가로6길 43,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,412-19,412,19,해피리움(412-19),29.05,19.83,202207,29,"21,000",5,2016,증가로6길 43,,직거래,-
서울특별시 서대문구 홍은동,190-11,190,11,행복한집(190-11),62.24,34.96,202209,20,"15,800",2,2007,연희로41가길 107,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,361-42,361,42,현대주택(361-42),31.44,16.25,202207,28,"14,500",2,1986,가좌로 122-8,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,402-12,402,12,현일,35.5,23.67,202304,27,"17,000",2,1990,증가로10길 97,,중개거래,"서울 도봉구, 서울 서대문구"
서울특별시 서대문구 홍은동,396-20,396,20,홍은골든빌-1,59.72,29.51,202211,9,"26,000",1,2001,가좌로 70-6,,중개거래,서울 마포구
서울특별시 서대문구 홍은동,396-23,396,23,홍은골든빌-2,58.92,31.54,202205,16,"30,000",1,2002,가좌로 66-5,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,10-209,10,209,홍은그랜드빌,27.45,24.12,202301,5,"18,000",2,2018,홍은중앙로9나길 55-5,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,265-213,265,213,홍은그린파크빌라(자동),32.28,22.1,202211,7,"13,000",3,1991,연희로39마길 6,,직거래,-
서울특별시 서대문구 홍은동,265-213,265,213,홍은그린파크빌라(자동),41.45,28.38,202212,2,"10,800",2,1991,연희로39마길 6,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,190-7,190,7,홍은리츠빌,47.31,22.6,202301,18,"14,000",3,2002,연희로41다길 17,,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,277-58,277,58,홍은리치빌,73.81,41.66,202206,28,"38,000",5,2003,모래내로17안길 37,,중개거래,"서울 서대문구, 서울 서초구"
서울특별시 서대문구 홍은동,188-94,188,94,홍은빌라(2동),36.65,32.09,202207,27,"10,000",2,1990,연희로41길 153-1,,직거래,-
