시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소
서울특별시 영등포구 당산동4가,3*,다가구,8m미만,240,107.2,202206,21,"120,000",1997,당산로,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,8**,다가구,8m미만,158.14,109,202206,14,"82,500",1991,대림로22다길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,다가구,8m미만,248.54,122,202302,5,"77,000",1996,대림로7가길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,9**,다가구,8m미만,230.52,139,202210,14,"138,500",2002,신길로15가길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,다가구,8m미만,201.71,185,202209,2,"159,800",1974,대림로7다길,20220922,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,다가구,8m미만,201.71,185,202209,2,"159,800",1974,대림로7다길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,9**,다가구,8m미만,319.42,191,202212,12,"160,000",1991,디지털로,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,7**,다가구,12m미만,329.82,232.7,202205,27,"205,000",1986,대림로27나길,,중개거래,서울 강남구
서울특별시 영등포구 대림동,8**,단독,8m미만,38.94,83,202205,27,"54,000",1974,디지털로67길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,7**,단독,8m미만,145.94,83.8,202206,7,"64,950",1991,도림로50길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,6**,단독,8m미만,148.2,94.6,202205,9,"71,540",1987,대림로34사길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,142.77,96,202206,10,"84,100",1986,디지털로48길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,9**,단독,8m미만,97.86,101.8,202205,19,"116,158",1967,시흥대로177길,,직거래,-
서울특별시 영등포구 대림동,6**,단독,8m미만,160.7,103.2,202205,9,"67,500",1985,대림로34사길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,142.92,106,202208,5,"93,000",1989,도림로31길,20221124,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,142.92,106,202211,25,"93,000",1989,도림로31길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,7**,단독,8m미만,172.17,115.1,202206,7,"104,400",1986,대림로43길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,12m미만,129.65,122,202207,2,"260,000",1976,디지털로37길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,182.28,122,202301,16,"81,000",1988,도림로36길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,196.29,122,202303,3,"85,000",1992,디지털로47길,,직거래,-
서울특별시 영등포구 대림동,9**,단독,8m미만,156.92,127.9,202211,15,"108,332",1977,시흥대로177길,,직거래,-
서울특별시 영등포구 대림동,7**,단독,8m미만,127.6,132,202304,21,"80,000",1979,도림로59길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,278.18,136,202206,8,"114,800",1996,디지털로37다길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,8**,단독,8m미만,143.14,142,202207,10,"129,000",1982,대림로10길,20221202,중개거래,서울 영등포구
서울특별시 영등포구 대림동,8**,단독,8m미만,143.14,142,202211,29,"129,000",1982,대림로10길,,중개거래,"서울 영등포구, 서울 중랑구"
서울특별시 영등포구 대림동,8**,단독,8m미만,202.71,142,202207,9,"129,000",1988,대림로10길,20221202,중개거래,서울 영등포구
서울특별시 영등포구 대림동,8**,단독,8m미만,202.71,142,202211,29,"129,000",1988,대림로10길,,중개거래,"서울 영등포구, 서울 중랑구"
서울특별시 영등포구 대림동,9**,단독,8m미만,205.56,143.8,202206,15,"147,900",1990,시흥대로177길,,직거래,-
서울특별시 영등포구 대림동,1***,단독,8m미만,214.65,145,202206,10,"136,400",1991,디지털로52길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,9**,단독,8m미만,164.57,154.5,202211,14,"135,546",1977,시흥대로177길,,직거래,-
서울특별시 영등포구 대림동,8**,단독,8m미만,221.73,175,202206,14,"91,800",1989,디지털로64길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,25m미만,489.61,185,202205,3,"249,000",1991,대림로,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,1***,단독,8m미만,298.35,208,202207,10,"140,000",1989,대림로7가길,,중개거래,"서울 영등포구, 서울 중랑구"
서울특별시 영등포구 대림동,7**,단독,25m미만,634.92,258,202208,21,"280,000",1993,도림로39길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,7**,단독,25m미만,329.04,266.7,202207,28,"271,000",1988,대림로35길,,중개거래,"서울 서초구, 서울 영등포구"
서울특별시 영등포구 대림동,9**,단독,12m미만,287.3,305,202208,10,"260,000",1975,신길로15길,,중개거래,서울 영등포구
서울특별시 영등포구 대림동,7**,단독,12m미만,838.05,331.8,202207,1,"400,000",2010,대림로31길,,중개거래,서울 서초구
서울특별시 영등포구 도림동,1**,다가구,8m미만,138.88,86,202210,27,"67,600",1991,도림로108길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,2**,다가구,8m미만,142.08,93,202303,22,"26,400",1993,도영로11길,,직거래,-
서울특별시 영등포구 도림동,1**,다가구,12m미만,163.32,96,202210,27,"90,000",1991,도림로108길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,1**,다가구,8m미만,147.66,99,202302,21,"76,300",1989,도림로112다길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,1**,다가구,8m미만,210.6,142,202303,17,"82,500",1989,영신로9길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,2**,다가구,12m미만,317.04,204.3,202207,1,"205,000",2007,도신로15다길,20221101,중개거래,서울 영등포구
서울특별시 영등포구 도림동,2**,단독,12m미만,23.8,56,202303,21,"43,500",1972,도신로15나길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,1**,단독,8m미만,52.23,76,202303,14,"23,000",1970,도신로29바길,,중개거래,경기 부천시
서울특별시 영등포구 도림동,2**,단독,8m미만,98.25,76,202212,19,"66,000",1994,도림로113가길,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,2**,단독,8m미만,58.97,80,202303,7,"55,985",1943,도영로11길,,중개거래,서울 구로구
서울특별시 영등포구 도림동,2**,단독,25m이상,31.63,87,202209,14,"107,000",1973,도림로,,중개거래,서울 영등포구
서울특별시 영등포구 도림동,2**,단독,8m미만,51.33,89,202207,16,"75,000",1974,도신로15가길,,중개거래,"서울 도봉구, 서울 영등포구"
서울특별시 영등포구 문래동2가,6*,단독,25m미만,133.21,165.4,202304,3,"265,000",1959,도림로141길,,중개거래,서울 영등포구
서울특별시 영등포구 문래동3가,2*,단독,8m미만,35.04,70.4,202209,26,"123,000",1942,문래로,,중개거래,서울 영등포구
서울특별시 영등포구 문래동3가,*,단독,25m미만,80.73,143.1,202206,17,"356,062",1974,영신로23길,,직거래,-
서울특별시 영등포구 문래동3가,*,단독,25m미만,80.73,143.1,202206,17,"359,371",1974,영신로23길,20220805,직거래,-
서울특별시 영등포구 문래동5가,2*,단독,8m미만,1083.4,286.9,202204,30,"350,000",2012,선유로9나길,20220527,중개거래,서울 영등포구
서울특별시 영등포구 문래동5가,2*,단독,8m미만,1083.4,286.9,202204,30,"350,000",2012,선유로9나길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,다가구,8m미만,103.81,83,202207,25,"87,000",1996,대방천로8길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,다가구,8m미만,132.57,83,202304,17,"56,500",1991,영등포로80길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,다가구,8m미만,137.73,91,202211,4,"207,800",1992,도림로63라길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,*,다가구,8m미만,186.99,109,202206,1,"100,000",1991,여의대방로59길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,6*,다가구,8m미만,184.41,119,202304,15,"89,000",1991,영등포로67가길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,다가구,8m미만,185.97,124,202205,18,"149,000",1991,도신로,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,3**,다가구,8m미만,192.9,126,202206,7,"95,250",1992,도림로87길,20220808,직거래,-
서울특별시 영등포구 신길동,8*,다가구,8m미만,300.51,143,202207,21,"137,000",1997,여의대방로47다길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,3**,다가구,25m미만,344.84,173,202207,12,"230,000",1991,가마산로65길,,직거래,-
서울특별시 영등포구 신길동,4***,다가구,25m미만,536.8,227,202205,11,"400,000",2003,대방천로,,중개거래,서울 마포구
서울특별시 영등포구 신길동,4**,다가구,8m미만,197.5,241.7,202209,23,"141,000",1993,영등포로84길,,중개거래,충북 청주청원구
서울특별시 영등포구 신길동,4**,다가구,8m미만,452.36,247,202208,8,"672,457",2018,도림로,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,다가구,12m미만,401.83,259.9,202205,26,"275,000",1970,영등포로84길,,중개거래,"서울 서초구, 서울 영등포구"
서울특별시 영등포구 신길동,4**,단독,12m미만,174.96,10.52,202205,17,"57,000",1988,여의대방로45길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,12m미만,174.96,10.53,202206,24,"13,638",1988,여의대방로45길,,직거래,-
서울특별시 영등포구 신길동,9*,단독,8m미만,26.2,36,202206,2,"45,000",2015,여의대방로47다길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,단독,12m미만,30.1,46,202206,4,"43,000",1985,도신로56길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,8*,단독,8m미만,36.03,69,202211,23,"41,700",1965,여의대방로53길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,54.55,99,202207,11,"100,000",1969,신길로17길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,59.24,99,202304,4,"255,000",1973,도림로63길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4***,단독,8m미만,134.61,100,202303,31,"59,700",1990,신길로8길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,149.85,106,202209,2,"224,400",1990,도림로65길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,단독,8m미만,152.7,106,202205,30,"90,000",1989,도신로48길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,9*,단독,12m미만,175.58,112,202302,28,"125,550",1980,영등포로80길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,9*,단독,12m미만,142.14,116,202303,3,"119,300",1966,영등포로80길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1***,단독,8m미만,157.62,116,202205,12,"95,000",1990,신풍로19길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,142.5,119,202210,20,"122,400",1994,대방천로,,직거래,-
서울특별시 영등포구 신길동,4**,단독,8m미만,144.79,129.3,202210,4,"107,600",1977,여의대방로43다길,,직거래,-
서울특별시 영등포구 신길동,4**,단독,8m미만,205.95,130.7,202303,24,"120,000",1978,여의대방로47가길,,직거래,-
서울특별시 영등포구 신길동,4**,단독,8m미만,126.28,132,202206,29,"142,000",1980,신길로17길,,직거래,-
서울특별시 영등포구 신길동,4**,단독,8m미만,140.9,132,202210,6,"280,000",1974,대방천로6나길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,2**,단독,8m미만,168.36,139,202211,3,"172,000",1993,신길로52길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,2**,단독,8m미만,168.36,139,202206,13,"172,000",1993,신길로52길,20221007,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,222.72,141.6,202209,15,"107,075",1985,여의대방로43다길,,직거래,-
서울특별시 영등포구 신길동,1**,단독,8m미만,179.5,149,202207,4,"112,000",1970,도신로54길,20220804,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,단독,8m미만,179.5,149,202207,18,"112,000",1970,도신로54길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,25m미만,166.62,155,202303,24,"500,000",1977,도림로63길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,25m이상,299.51,155.3,202205,11,"376,000",1975,도림로,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,8m미만,195.71,155.4,202207,15,"141,000",1979,null,,중개거래,서울 강남구
서울특별시 영등포구 신길동,6**,단독,8m미만,246.45,173.6,202206,27,"236,000",1990,신풍로25가길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4**,단독,25m이상,164.84,218,202206,10,"500,000",1970,도림로,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1**,단독,8m미만,279.9,219,202210,11,"185,000",1983,도신로53길,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,1***,단독,8m미만,461.58,254,202206,2,"238,000",1985,null,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,5**,단독,12m미만,646.78,309.4,202206,10,"430,000",1983,여의대방로35길,,중개거래,서울 영등포구
서울특별시 영등포구 양평동1가,5*,단독,8m미만,101.7,73.1,202209,2,"58,000",1988,선유동1로,,중개거래,서울 영등포구
서울특별시 영등포구 양평동1가,1**,단독,12m미만,179.28,77.4,202205,17,"104,000",1991,선유로23길,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,3*,다가구,8m미만,190.38,109.1,202206,15,"155,000",1992,선유서로35길,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,2**,다가구,8m미만,224.25,100.8,202206,4,"156,500",1993,양평로20길,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,6*,단독,8m미만,74.16,66.4,202303,17,"127,900",1900,양평로17길,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,6**,다가구,8m미만,251.76,137,202301,4,"82,000",1999,영신로9다길,,직거래,-
서울특별시 영등포구 영등포동2가,9*,단독,8m미만,121.32,169,202205,11,"306,000",1977,국회대로54길,20220823,중개거래,서울 영등포구
서울특별시 영등포구 영등포동2가,9*,단독,8m미만,121.32,169,202208,17,"306,000",1977,국회대로54길,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동5가,3*,단독,8m미만,237.32,116,202205,21,"150,000",1999,영등포로43가길,,중개거래,"서울 도봉구, 서울 영등포구"
서울특별시 영등포구 영등포동6가,1**,단독,8m미만,51.9,94.9,202206,11,"90,000",1966,영등포로33길,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동6가,1**,단독,12m미만,485.6,231.7,202205,24,"430,000",1986,영등포로33길,,중개거래,"서울 영등포구, 서울 용산구"
서울특별시 영등포구 영등포동7가,6*,다가구,8m미만,199.78,109.4,202303,21,"99,000",1993,국회대로44길,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,5*,단독,8m미만,23.14,81.3,202208,5,"146,000",1970,영중로36길,,중개거래,"서울 동대문구, 서울 영등포구"
서울특별시 영등포구 영등포동8가,5*,단독,8m미만,42.87,85,202208,5,"155,000",1959,null,,중개거래,"서울 동대문구, 서울 영등포구"
서울특별시 영등포구 영등포동8가,5*,단독,8m미만,42.87,85,202205,17,"155,000",1959,null,20220805,중개거래,"서울 동대문구, 서울 영등포구"
서울특별시 영등포구 영등포동8가,5*,단독,8m미만,26.44,105.8,202208,5,"190,000",1954,null,,중개거래,"서울 동대문구, 서울 영등포구"
서울특별시 영등포구 영등포동8가,5*,단독,8m미만,26.44,105.8,202205,17,"190,000",1954,null,20220805,중개거래,"서울 동대문구, 서울 영등포구"
서울특별시 용산구 갈월동,*,단독,8m미만,164.17,397.7,202205,17,"390,000",1961,한강대로96길,,중개거래,서울 용산구
서울특별시 용산구 남영동,5*,단독,12m미만,311.65,102.5,202303,28,"372,000",1971,한강대로84길,,중개거래,서울 용산구
서울특별시 용산구 남영동,*,단독,12m미만,659.38,269.8,202302,22,"704,700",1965,한강대로88길,20230502,중개거래,서울 용산구
서울특별시 용산구 남영동,*,단독,12m미만,659.38,269.8,202304,28,"704,700",1965,한강대로88길,,중개거래,서울 용산구
서울특별시 용산구 동빙고동,1**,단독,8m미만,164.52,102,202303,31,"275,000",1989,서빙고로73길,,중개거래,서울 성동구
서울특별시 용산구 보광동,2**,다가구,8m미만,89.28,69,202212,6,"163,300",1993,우사단로2가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,다가구,8m미만,113.76,83,202302,4,"180,000",1991,우사단로4길,,중개거래,서울 용산구
서울특별시 용산구 보광동,1*,다가구,8m미만,127.9,86,202209,24,"215,000",1996,보광로14길,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 용산구 보광동,2**,다가구,8m미만,131.72,89,202304,9,"197,000",1990,우사단로10길,,중개거래,"서울 성동구, 서울 용산구"
서울특별시 용산구 보광동,2**,다가구,8m미만,144.55,89,202302,25,"225,000",1992,보광로23길,,중개거래,서울 용산구
서울특별시 용산구 보광동,1*,다가구,8m미만,158.22,112,202302,18,"228,000",1988,장문로39길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,다가구,8m미만,186.12,122,202302,24,"235,000",1983,우사단로4길,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 용산구 보광동,1*,다가구,8m미만,195.4,132,202212,12,"270,000",1994,장문로41길,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 용산구 보광동,1*,단독,8m미만,19.93,36,202303,25,"119,000",1969,장문로41가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,20.87,36,202301,2,"110,000",1985,우사단로4길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,20.87,36,202211,29,"110,000",1985,우사단로4길,20221231,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,121.45,40,202302,15,"140,000",1996,장문로45길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,51.48,63,202301,12,"160,000",1970,장문로45길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,96.64,64,202212,20,"160,000",1980,우사단로6길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,90.24,68,202301,28,"170,000",1977,우사단로4길,,중개거래,서울 용산구
서울특별시 용산구 보광동,1*,단독,8m미만,110.08,79,202301,18,"185,000",1993,보광로12가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,*,단독,8m미만,49.59,89,202304,10,"195,000",1954,우사단로10길,,중개거래,서울 용산구
서울특별시 용산구 보광동,1*,단독,8m미만,39.21,103,202301,20,"215,000",1967,장문로41가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,25m미만,156.39,109,202209,14,"323,000",1970,보광로,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,157.62,114,202302,3,"230,000",1988,우사단로4길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,47.93,119,202205,26,"255,000",1954,우사단로4길,,중개거래,서울 용산구
서울특별시 용산구 보광동,*,단독,8m미만,94.94,119,202301,17,"230,000",1966,장문로45가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,176.12,126,202212,8,"270,000",1968,보광로24길,,중개거래,서울 용산구
서울특별시 용산구 보광동,*,단독,8m미만,125.46,129,202303,24,"254,500",1987,장문로45나길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,-,166.2,135,202205,24,"240,660",1984,null,,중개거래,서울 성북구
서울특별시 용산구 보광동,2**,단독,8m미만,107.34,142,202206,10,"334,000",1964,보광로14길,,중개거래,"서울 서초구, 서울 용산구"
서울특별시 용산구 보광동,2**,단독,8m미만,225.14,159,202301,29,"250,000",1990,우사단로2가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,*,단독,8m미만,198.75,165,202210,17,"340,000",1988,보광로12가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,209.45,192,202302,8,"343,000",1969,보광로12가길,,중개거래,서울 용산구
서울특별시 용산구 보광동,3*,단독,12m미만,163.87,222,202302,11,"400,000",1976,장문로,,중개거래,서울 용산구
서울특별시 용산구 보광동,2**,단독,8m미만,317.37,245,202302,10,"448,000",1990,우사단로4라길,,중개거래,서울 용산구
서울특별시 용산구 산천동,8*,단독,8m미만,23.83,49.6,202205,20,"42,000",1965,효창원로,,중개거래,서울 용산구
서울특별시 용산구 산천동,*,단독,8m미만,59.82,121.3,202205,12,"80,000",1985,효창원로15길,,중개거래,서울 용산구
서울특별시 용산구 서계동,1**,다가구,8m미만,103.14,62.8,202205,8,"89,000",1993,청파로73가길,,중개거래,서울 용산구
서울특별시 용산구 서계동,2**,단독,8m미만,152.8,105.7,202211,16,"120,000",1993,청파로85길,,중개거래,서울 용산구
서울특별시 용산구 서빙고동,1**,다가구,8m미만,342.9,294,202301,10,"450,000",1990,서빙고로59길,,중개거래,서울 용산구
서울특별시 용산구 신창동,3*,다가구,12m미만,100.39,82,202205,31,"167,200",1995,원효로35길,,중개거래,서울 용산구
서울특별시 용산구 용문동,3*,다가구,8m미만,232.77,171.9,202210,1,"240,000",1974,효창원로37가길,,중개거래,서울 용산구
서울특별시 용산구 용문동,3*,단독,12m미만,397.47,272.1,202210,26,"505,000",1997,효창원로37길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,다가구,8m미만,181.2,75.6,202207,5,"87,000",1998,소월로30길,,중개거래,서울 영등포구
서울특별시 용산구 용산동2가,*,다가구,8m미만,160.71,100.2,202210,6,"167,000",1996,신흥로25가길,20230410,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,다가구,8m미만,160.71,100.2,202304,10,"167,000",1996,신흥로25가길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,1*,다가구,8m미만,151.8,108.1,202205,3,"130,000",1986,신흥로,20220528,중개거래,서울 용산구
서울특별시 용산구 용산동2가,1*,다가구,8m미만,151.8,108.1,202205,28,"130,000",1986,신흥로,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,4*,다가구,8m미만,219.2,150.3,202210,12,"273,000",2006,신흥로5길,20221228,중개거래,서울 용산구
서울특별시 용산구 용산동2가,4*,다가구,8m미만,219.2,150.3,202210,12,"273,000",2006,신흥로5길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,4*,다가구,8m미만,219.2,150.3,202205,24,"273,000",2006,신흥로5길,20221012,중개거래,서울 용산구
서울특별시 용산구 용산동2가,2*,다가구,8m미만,230.72,179.7,202206,15,"255,000",2007,신흥로12길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,51.54,15.9,202205,5,"60,000",1961,신흥로25길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,23.66,25.4,202212,21,"31,000",1961,신흥로3가길,20230222,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,23.66,25.4,202302,22,"31,000",1961,신흥로3가길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,98.74,60.95,202208,16,"59,900",1986,신흥로3길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,108.95,66.3,202209,26,"100,000",1991,신흥로23길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,99.48,71.7,202211,5,"76,500",1987,신흥로25길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,12m미만,87.56,74.1,202207,29,"193,000",1988,신흥로,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,140.75,85.7,202211,30,"95,000",1993,신흥로32길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,2*,단독,8m미만,190.8,92.8,202301,19,"230,000",1989,신흥로12길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,144.93,93.6,202208,8,"150,000",1992,소월로20길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,156.18,101.4,202303,29,"130,000",1985,신흥로5길,,직거래,-
서울특별시 용산구 용산동2가,*,단독,8m미만,35.54,103.1,202303,21,"77,738",1959,신흥로30길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,1*,단독,8m미만,264.68,116.1,202208,11,"294,500",1986,소월로20길,,중개거래,서울 강남구
서울특별시 용산구 용산동2가,4*,단독,8m미만,243.87,117.2,202208,24,"250,000",2018,신흥로5길,20221220,중개거래,서울 강남구
서울특별시 용산구 용산동2가,*,단독,8m미만,166.86,121.3,202210,17,"183,500",1983,신흥로3나길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,176.5,121.8,202207,5,"193,000",1984,신흥로11나길,20230106,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,176.5,121.8,202212,19,"193,000",1984,신흥로11나길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,4*,단독,8m미만,245.42,121.8,202207,13,"331,600",1990,신흥로3가길,20220913,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,193.5,136.1,202211,26,"226,000",1987,신흥로7길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,187.18,138.8,202209,16,"160,300",1990,신흥로,20230125,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,230.53,148.9,202301,12,"228,000",1987,신흥로7길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,230.53,148.9,202208,24,"228,000",1987,신흥로7길,20230112,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,242.82,152.1,202208,6,"200,000",1990,신흥로3가길,20221031,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,244.41,153.7,202208,18,"316,000",1986,신흥로5길,20230131,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,244.41,153.7,202301,31,"316,000",1986,신흥로5길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,330.94,157.5,202301,11,"290,000",1993,신흥로7길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,12m미만,139.21,161,202205,30,"350,000",1979,신흥로,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,3*,단독,8m미만,249.93,165,202208,4,"260,000",1986,신흥로7길,20221031,중개거래,서울 용산구
서울특별시 용산구 용산동2가,1*,단독,8m미만,242.34,169.6,202206,1,"224,000",1987,신흥로18길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,326.31,246.9,202211,10,"487,000",1968,소월로20길,,중개거래,서울 용산구
서울특별시 용산구 용산동2가,*,단독,8m미만,326.31,246.9,202210,13,"487,000",1968,소월로20길,20221202,중개거래,서울 용산구
서울특별시 용산구 원효로1가,2*,다가구,12m미만,171.55,106,202206,14,"200,000",1996,백범로77길,,중개거래,서울 용산구
서울특별시 용산구 원효로1가,2*,단독,8m미만,33.06,69.4,202205,9,"105,000",1963,원효로77길,,중개거래,서울 용산구
서울특별시 용산구 원효로1가,5*,단독,8m미만,104.35,134.16,202205,23,"335,000",1957,백범로87길,,직거래,-
서울특별시 용산구 원효로1가,3*,단독,12m미만,161.06,222.1,202208,29,"229,000",1976,백범로77길,,중개거래,서울 용산구
서울특별시 용산구 원효로2가,6*,다가구,8m미만,249.97,191.4,202206,17,"232,000",1993,원효로56길,,중개거래,서울 용산구
서울특별시 용산구 원효로2가,8*,단독,12m미만,345.03,114.7,202301,3,"335,000",1992,새창로,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 용산구 원효로2가,2*,단독,8m미만,94.22,162,202206,16,"259,700",1949,원효로64길,,중개거래,서울 용산구
